1:  1 1 1 1
2302:  2 6 3 1
2303:  3 0 4 2
2304:  4 1 5 3
2305:  0 2 6 4 <
2306:  1 3 7 5
2307:  2 4 8 6 <
2308:  3 5 9 7
2309:  4 6 10 8
2310:  0 0 0 9 <
2311:  1 1 1 10
2312:  2 2 2 11
2313:  3 3 3 12 <
2314:  4 4 4 0
2315:  0 5 5 1 <
2316:  1 6 6 2
2317:  2 0 7 3 <
2318:  3 1 8 4
2319:  4 2 9 5
2320:  0 3 10 6 <
2321:  1 4 0 7
2322:  2 5 1 8 <
2323:  3 6 2 9
2324:  4 0 3 10
2325:  0 1 4 11
2326:  1 2 5 12
2327:  2 3 6 0 <
2328:  3 4 7 1 <
2329:  4 5 8 2
2330:  0 6 9 3
2331:  1 0 10 4
2332:  2 1 0 5
2333:  3 2 1 6 <
2334:  4 3 2 7
2335:  0 4 3 8 <
2336:  1 5 4 9
2337:  2 6 5 10
2338:  3 0 6 11
2339:  4 1 7 12
2340:  0 2 8 0 <
2341:  1 3 9 1
2342:  2 4 10 2
2343:  3 5 0 3 <
2344:  4 6 1 4
2345:  0 0 2 5
2346:  1 1 3 6
2347:  2 2 4 7 <
2348:  3 3 5 8 <
2349:  4 4 6 9
2350:  0 5 7 10 <
2351:  1 6 8 11
2352:  2 0 9 12
2353:  3 1 10 0
2354:  4 2 0 1
2355:  0 3 1 2
2356:  1 4 2 3
2357:  2 5 3 4 <
2358:  3 6 4 5
2359:  4 0 5 6
2360:  0 1 6 7
2361:  1 2 7 8
2362:  2 3 8 9 <
2363:  3 4 9 10
2364:  4 5 10 11
2365:  0 6 0 12
2366:  1 0 1 0
2367:  2 1 2 1
2368:  3 2 3 2
2369:  4 3 4 3
2370:  0 4 5 4 <
2371:  1 5 6 5
2372:  2 6 7 6
2373:  3 0 8 7 <
2374:  4 1 9 8
2375:  0 2 10 9 <
2376:  1 3 0 10
2377:  2 4 1 11
2378:  3 5 2 12
2379:  4 6 3 0
2380:  0 0 4 1 <
2381:  1 1 5 2
2382:  2 2 6 3 <
2383:  3 3 7 4 <
2384:  4 4 8 5
2385:  0 5 9 6
2386:  1 6 10 7
2387:  2 0 0 8 <
2388:  3 1 1 9
2389:  4 2 2 10
2390:  0 3 3 11
2391:  1 4 4 12
2392:  2 5 5 0 <
2393:  3 6 6 1
2394:  4 0 7 2
2395:  0 1 8 3
2396:  1 2 9 4
2397:  2 3 10 5 <
2398:  3 4 0 6 <
2399:  4 5 1 7
2400:  0 6 2 8
2401:  1 0 3 9
2402:  2 1 4 10
2403:  3 2 5 11
2404:  4 3 6 12
2405:  0 4 7 0 <
2406:  1 5 8 1
2407:  2 6 9 2
2408:  3 0 10 3 <
2409:  4 1 0 4
2410:  0 2 1 5 <
2411:  1 3 2 6
2412:  2 4 3 7 <
2413:  3 5 4 8 <
2414:  4 6 5 9
2415:  0 0 6 10 <
2416:  1 1 7 11
2417:  2 2 8 12 <
2418:  3 3 9 0
2419:  4 4 10 1
2420:  0 5 0 2
2421:  1 6 1 3
2422:  2 0 2 4
2423:  3 1 3 5
2424:  4 2 4 6
2425:  0 3 5 7 <
2426:  1 4 6 8
2427:  2 5 7 9 <
2428:  3 6 8 10
2429:  4 0 9 11
2430:  0 1 10 12
2431:  1 2 0 0
2432:  2 3 1 1 <
2433:  3 4 2 2
2434:  4 5 3 3
2435:  0 6 4 4
2436:  1 0 5 5
2437:  2 1 6 6
2438:  3 2 7 7 <
2439:  4 3 8 8
2440:  0 4 9 9
2441:  1 5 10 10
2442:  2 6 0 11
2443:  3 0 1 12 <
2444:  4 1 2 0
2445:  0 2 3 1 <
2446:  1 3 4 2
2447:  2 4 5 3 <
2448:  3 5 6 4 <
2449:  4 6 7 5
2450:  0 0 8 6 <
2451:  1 1 9 7
2452:  2 2 10 8 <
2453:  3 3 0 9 <
2454:  4 4 1 10
2455:  0 5 2 11
2456:  1 6 3 12
2457:  2 0 4 0 <
2458:  3 1 5 1
2459:  4 2 6 2
2460:  0 3 7 3 <
2461:  1 4 8 4
2462:  2 5 9 5
2463:  3 6 10 6
2464:  4 0 0 7
2465:  0 1 1 8
2466:  1 2 2 9
2467:  2 3 3 10 <
2468:  3 4 4 11
2469:  4 5 5 12
2470:  0 6 6 0
2471:  1 0 7 1
2472:  2 1 8 2
2473:  3 2 9 3
2474:  4 3 10 4
2475:  0 4 0 5 <
2476:  1 5 1 6
2477:  2 6 2 7
2478:  3 0 3 8 <
2479:  4 1 4 9
2480:  0 2 5 10 <
2481:  1 3 6 11
2482:  2 4 7 12 <
2483:  3 5 8 0 <
2484:  4 6 9 1
2485:  0 0 10 2
2486:  1 1 0 3
2487:  2 2 1 4 <
2488:  3 3 2 5
2489:  4 4 3 6
2490:  0 5 4 7 <
2491:  1 6 5 8
2492:  2 0 6 9 <
2493:  3 1 7 10
2494:  4 2 8 11
2495:  0 3 9 12
2496:  1 4 10 0
2497:  2 5 0 1 <
2498:  3 6 1 2
2499:  4 0 2 3
2500:  0 1 3 4
2501:  1 2 4 5
2502:  2 3 5 6 <
2503:  3 4 6 7 <
2504:  4 5 7 8
2505:  0 6 8 9
2506:  1 0 9 10
2507:  2 1 10 11
2508:  3 2 0 12 <
2509:  4 3 1 0
2510:  0 4 2 1
2511:  1 5 3 2
2512:  2 6 4 3
2513:  3 0 5 4 <
2514:  4 1 6 5
2515:  0 2 7 6 <
2516:  1 3 8 7
2517:  2 4 9 8
2518:  3 5 10 9 <
2519:  4 6 0 10
2520:  0 0 1 11
2521:  1 1 2 12
2522:  2 2 3 0 <
2523:  3 3 4 1 <
2524:  4 4 5 2
2525:  0 5 6 3 <
2526:  1 6 7 4
2527:  2 0 8 5 <
2528:  3 1 9 6
2529:  4 2 10 7
2530:  0 3 0 8 <
2531:  1 4 1 9
2532:  2 5 2 10
2533:  3 6 3 11
2534:  4 0 4 12
2535:  0 1 5 0
2536:  1 2 6 1
2537:  2 3 7 2
2538:  3 4 8 3 <
2539:  4 5 9 4
2540:  0 6 10 5
2541:  1 0 0 6
2542:  2 1 1 7
2543:  3 2 2 8
2544:  4 3 3 9
2545:  0 4 4 10 <
2546:  1 5 5 11
2547:  2 6 6 12
2548:  3 0 7 0 <
2549:  4 1 8 1
2550:  0 2 9 2
2551:  1 3 10 3
2552:  2 4 0 4 <
2553:  3 5 1 5 <
2554:  4 6 2 6
2555:  0 0 3 7 <
2556:  1 1 4 8
2557:  2 2 5 9 <
2558:  3 3 6 10 <
2559:  4 4 7 11
2560:  0 5 8 12 <
2561:  1 6 9 0
2562:  2 0 10 1 <
2563:  3 1 0 2
2564:  4 2 1 3
2565:  0 3 2 4
2566:  1 4 3 5
2567:  2 5 4 6 <
2568:  3 6 5 7
2569:  4 0 6 8
2570:  0 1 7 9
2571:  1 2 8 10
2572:  2 3 9 11
2573:  3 4 10 12 <
2574:  4 5 0 0
2575:  0 6 1 1
2576:  1 0 2 2
2577:  2 1 3 3
2578:  3 2 4 4 <
2579:  4 3 5 5
2580:  0 4 6 6 <
2581:  1 5 7 7
2582:  2 6 8 8
2583:  3 0 9 9
2584:  4 1 10 10
2585:  0 2 0 11
2586:  1 3 1 12
2587:  2 4 2 0
2588:  3 5 3 1 <
2589:  4 6 4 2
2590:  0 0 5 3 <
2591:  1 1 6 4
2592:  2 2 7 5 <
2593:  3 3 8 6 <
2594:  4 4 9 7
2595:  0 5 10 8 <
2596:  1 6 0 9
2597:  2 0 1 10 <
2598:  3 1 2 11
2599:  4 2 3 12
2600:  0 3 4 0 <
2601:  1 4 5 1
2602:  2 5 6 2
2603:  3 6 7 3
2604:  4 0 8 4
2605:  0 1 9 5
2606:  1 2 10 6
2607:  2 3 0 7 <
2608:  3 4 1 8 <
2609:  4 5 2 9
2610:  0 6 3 10
2611:  1 0 4 11
2612:  2 1 5 12
2613:  3 2 6 0 <
2614:  4 3 7 1
2615:  0 4 8 2
2616:  1 5 9 3
2617:  2 6 10 4
2618:  3 0 0 5 <
2619:  4 1 1 6
2620:  0 2 2 7
2621:  1 3 3 8
2622:  2 4 4 9 <
2623:  3 5 5 10 <
2624:  4 6 6 11
2625:  0 0 7 12 <
2626:  1 1 8 0
2627:  2 2 9 1
2628:  3 3 10 2
2629:  4 4 0 3
2630:  0 5 1 4 <
2631:  1 6 2 5
2632:  2 0 3 6 <
2633:  3 1 4 7
2634:  4 2 5 8
2635:  0 3 6 9 <
2636:  1 4 7 10
2637:  2 5 8 11
2638:  3 6 9 12
2639:  4 0 10 0
2640:  0 1 0 1
2641:  1 2 1 2
2642:  2 3 2 3
2643:  3 4 3 4 <
2644:  4 5 4 5
2645:  0 6 5 6
2646:  1 0 6 7
2647:  2 1 7 8
2648:  3 2 8 9 <
2649:  4 3 9 10
2650:  0 4 10 11
2651:  1 5 0 12
2652:  2 6 1 0
2653:  3 0 2 1
2654:  4 1 3 2
2655:  0 2 4 3 <
2656:  1 3 5 4
2657:  2 4 6 5 <
2658:  3 5 7 6 <
2659:  4 6 8 7
2660:  0 0 9 8
2661:  1 1 10 9
2662:  2 2 0 10 <
2663:  3 3 1 11
2664:  4 4 2 12
2665:  0 5 3 0 <
2666:  1 6 4 1
2667:  2 0 5 2
2668:  3 1 6 3
2669:  4 2 7 4
2670:  0 3 8 5 <
2671:  1 4 9 6
2672:  2 5 10 7 <
2673:  3 6 0 8
2674:  4 0 1 9
2675:  0 1 2 10
2676:  1 2 3 11
2677:  2 3 4 12 <
2678:  3 4 5 0 <
2679:  4 5 6 1
2680:  0 6 7 2
2681:  1 0 8 3
2682:  2 1 9 4
2683:  3 2 10 5 <
2684:  4 3 0 6
2685:  0 4 1 7 <
2686:  1 5 2 8
2687:  2 6 3 9
2688:  3 0 4 10 <
2689:  4 1 5 11
2690:  0 2 6 12 <
2691:  1 3 7 0
2692:  2 4 8 1 <
2693:  3 5 9 2
2694:  4 6 10 3
2695:  0 0 0 4 <
2696:  1 1 1 5
2697:  2 2 2 6
2698:  3 3 3 7 <
2699:  4 4 4 8
2700:  0 5 5 9 <
2701:  1 6 6 10
2702:  2 0 7 11
2703:  3 1 8 12
2704:  4 2 9 0
2705:  0 3 10 1 <
2706:  1 4 0 2
2707:  2 5 1 3 <
2708:  3 6 2 4
2709:  4 0 3 5
2710:  0 1 4 6
2711:  1 2 5 7
2712:  2 3 6 8 <
2713:  3 4 7 9 <
2714:  4 5 8 10
2715:  0 6 9 11
2716:  1 0 10 12
2717:  2 1 0 0
2718:  3 2 1 1 <
2719:  4 3 2 2
2720:  0 4 3 3 <
2721:  1 5 4 4
2722:  2 6 5 5
2723:  3 0 6 6 <
2724:  4 1 7 7
2725:  0 2 8 8 <
2726:  1 3 9 9
2727:  2 4 10 10 <
2728:  3 5 0 11
2729:  4 6 1 12
2730:  0 0 2 0
2731:  1 1 3 1
2732:  2 2 4 2
2733:  3 3 5 3 <
2734:  4 4 6 4
2735:  0 5 7 5 <
2736:  1 6 8 6
2737:  2 0 9 7
2738:  3 1 10 8
2739:  4 2 0 9
2740:  0 3 1 10 <
2741:  1 4 2 11
2742:  2 5 3 12 <
2743:  3 6 4 0
2744:  4 0 5 1
2745:  0 1 6 2
2746:  1 2 7 3
2747:  2 3 8 4 <
2748:  3 4 9 5
2749:  4 5 10 6
2750:  0 6 0 7
2751:  1 0 1 8
2752:  2 1 2 9
2753:  3 2 3 10 <
2754:  4 3 4 11
2755:  0 4 5 12 <
2756:  1 5 6 0
2757:  2 6 7 1
2758:  3 0 8 2
2759:  4 1 9 3
2760:  0 2 10 4 <
2761:  1 3 0 5
2762:  2 4 1 6 <
2763:  3 5 2 7
2764:  4 6 3 8
2765:  0 0 4 9 <
2766:  1 1 5 10
2767:  2 2 6 11
2768:  3 3 7 12 <
2769:  4 4 8 0
2770:  0 5 9 1
2771:  1 6 10 2
2772:  2 0 0 3 <
2773:  3 1 1 4
2774:  4 2 2 5
2775:  0 3 3 6 <
2776:  1 4 4 7
2777:  2 5 5 8 <
2778:  3 6 6 9
2779:  4 0 7 10
2780:  0 1 8 11
2781:  1 2 9 12
2782:  2 3 10 0 <
2783:  3 4 0 1 <
2784:  4 5 1 2
2785:  0 6 2 3
2786:  1 0 3 4
2787:  2 1 4 5
2788:  3 2 5 6 <
2789:  4 3 6 7
2790:  0 4 7 8 <
2791:  1 5 8 9
2792:  2 6 9 10
2793:  3 0 10 11
2794:  4 1 0 12
2795:  0 2 1 0 <
2796:  1 3 2 1
2797:  2 4 3 2
2798:  3 5 4 3 <
2799:  4 6 5 4
2800:  0 0 6 5 <
2801:  1 1 7 6
2802:  2 2 8 7 <
2803:  3 3 9 8
2804:  4 4 10 9
2805:  0 5 0 10 <
2806:  1 6 1 11
2807:  2 0 2 12
2808:  3 1 3 0
2809:  4 2 4 1
2810:  0 3 5 2
2811:  1 4 6 3
2812:  2 5 7 4 <
2813:  3 6 8 5
2814:  4 0 9 6
2815:  0 1 10 7
2816:  1 2 0 8
2817:  2 3 1 9 <
2818:  3 4 2 10
2819:  4 5 3 11
2820:  0 6 4 12
2821:  1 0 5 0
2822:  2 1 6 1
2823:  3 2 7 2
2824:  4 3 8 3
2825:  0 4 9 4
2826:  1 5 10 5
2827:  2 6 0 6
2828:  3 0 1 7 <
2829:  4 1 2 8
2830:  0 2 3 9 <
2831:  1 3 4 10
2832:  2 4 5 11
2833:  3 5 6 12 <
2834:  4 6 7 0
2835:  0 0 8 1 <
2836:  1 1 9 2
2837:  2 2 10 3 <
2838:  3 3 0 4 <
2839:  4 4 1 5
2840:  0 5 2 6
2841:  1 6 3 7
2842:  2 0 4 8 <
2843:  3 1 5 9
2844:  4 2 6 10
2845:  0 3 7 11
2846:  1 4 8 12
2847:  2 5 9 0
2848:  3 6 10 1
2849:  4 0 0 2
2850:  0 1 1 3
2851:  1 2 2 4
2852:  2 3 3 5 <
2853:  3 4 4 6 <
2854:  4 5 5 7
2855:  0 6 6 8
2856:  1 0 7 9
2857:  2 1 8 10
2858:  3 2 9 11
2859:  4 3 10 12
2860:  0 4 0 0 <
2861:  1 5 1 1
2862:  2 6 2 2
2863:  3 0 3 3 <
2864:  4 1 4 4
2865:  0 2 5 5 <
2866:  1 3 6 6
2867:  2 4 7 7 <
2868:  3 5 8 8 <
2869:  4 6 9 9
2870:  0 0 10 10 <
2871:  1 1 0 11
2872:  2 2 1 12 <
2873:  3 3 2 0
2874:  4 4 3 1
2875:  0 5 4 2
2876:  1 6 5 3
2877:  2 0 6 4 <
2878:  3 1 7 5
2879:  4 2 8 6
2880:  0 3 9 7
2881:  1 4 10 8
2882:  2 5 0 9 <
2883:  3 6 1 10
2884:  4 0 2 11
2885:  0 1 3 12
2886:  1 2 4 0
2887:  2 3 5 1 <
2888:  3 4 6 2
2889:  4 5 7 3
2890:  0 6 8 4
2891:  1 0 9 5
2892:  2 1 10 6
2893:  3 2 0 7 <
2894:  4 3 1 8
2895:  0 4 2 9
2896:  1 5 3 10
2897:  2 6 4 11
2898:  3 0 5 12 <
2899:  4 1 6 0
2900:  0 2 7 1 <
2901:  1 3 8 2
2902:  2 4 9 3
2903:  3 5 10 4 <
2904:  4 6 0 5
2905:  0 0 1 6 <
2906:  1 1 2 7
2907:  2 2 3 8 <
2908:  3 3 4 9 <
2909:  4 4 5 10
2910:  0 5 6 11
2911:  1 6 7 12
2912:  2 0 8 0 <
2913:  3 1 9 1
2914:  4 2 10 2
2915:  0 3 0 3 <
2916:  1 4 1 4
2917:  2 5 2 5
2918:  3 6 3 6
2919:  4 0 4 7
2920:  0 1 5 8
2921:  1 2 6 9
2922:  2 3 7 10 <
2923:  3 4 8 11
2924:  4 5 9 12
2925:  0 6 10 0
2926:  1 0 0 1
2927:  2 1 1 2
2928:  3 2 2 3
2929:  4 3 3 4
2930:  0 4 4 5 <
2931:  1 5 5 6
2932:  2 6 6 7
2933:  3 0 7 8 <
2934:  4 1 8 9
2935:  0 2 9 10
2936:  1 3 10 11
2937:  2 4 0 12 <
2938:  3 5 1 0 <
2939:  4 6 2 1
2940:  0 0 3 2
2941:  1 1 4 3
2942:  2 2 5 4 <
2943:  3 3 6 5 <
2944:  4 4 7 6
2945:  0 5 8 7 <
2946:  1 6 9 8
2947:  2 0 10 9 <
2948:  3 1 0 10
2949:  4 2 1 11
2950:  0 3 2 12
2951:  1 4 3 0
2952:  2 5 4 1 <
2953:  3 6 5 2
2954:  4 0 6 3
2955:  0 1 7 4
2956:  1 2 8 5
2957:  2 3 9 6
2958:  3 4 10 7 <
2959:  4 5 0 8
2960:  0 6 1 9
2961:  1 0 2 10
2962:  2 1 3 11
2963:  3 2 4 12 <
2964:  4 3 5 0
2965:  0 4 6 1 <
2966:  1 5 7 2
2967:  2 6 8 3
2968:  3 0 9 4
2969:  4 1 10 5
2970:  0 2 0 6 <
2971:  1 3 1 7
2972:  2 4 2 8
2973:  3 5 3 9 <
2974:  4 6 4 10
2975:  0 0 5 11
2976:  1 1 6 12
2977:  2 2 7 0 <
2978:  3 3 8 1 <
2979:  4 4 9 2
2980:  0 5 10 3 <
2981:  1 6 0 4
2982:  2 0 1 5 <
2983:  3 1 2 6
2984:  4 2 3 7
2985:  0 3 4 8 <
2986:  1 4 5 9
2987:  2 5 6 10 <
2988:  3 6 7 11
2989:  4 0 8 12
2990:  0 1 9 0
2991:  1 2 10 1
2992:  2 3 0 2
2993:  3 4 1 3 <
2994:  4 5 2 4
2995:  0 6 3 5
2996:  1 0 4 6
2997:  2 1 5 7
2998:  3 2 6 8 <
2999:  4 3 7 9
3000:  0 4 8 10 <
3001:  1 5 9 11
3002:  2 6 10 12
3003:  3 0 0 0 <
3004:  4 1 1 1
3005:  0 2 2 2
3006:  1 3 3 3
3007:  2 4 4 4 <
3008:  3 5 5 5 <
3009:  4 6 6 6
3010:  0 0 7 7 <
3011:  1 1 8 8
3012:  2 2 9 9
3013:  3 3 10 10 <
3014:  4 4 0 11
3015:  0 5 1 12 <
3016:  1 6 2 0
3017:  2 0 3 1 <
3018:  3 1 4 2
3019:  4 2 5 3
3020:  0 3 6 4 <
3021:  1 4 7 5
3022:  2 5 8 6 <
3023:  3 6 9 7
3024:  4 0 10 8
3025:  0 1 0 9
3026:  1 2 1 10
3027:  2 3 2 11
3028:  3 4 3 12 <
3029:  4 5 4 0
3030:  0 6 5 1
3031:  1 0 6 2
3032:  2 1 7 3
3033:  3 2 8 4 <
3034:  4 3 9 5
3035:  0 4 10 6 <
3036:  1 5 0 7
3037:  2 6 1 8
3038:  3 0 2 9
3039:  4 1 3 10
3040:  0 2 4 11
3041:  1 3 5 12
3042:  2 4 6 0 <
3043:  3 5 7 1 <
3044:  4 6 8 2
3045:  0 0 9 3
3046:  1 1 10 4
3047:  2 2 0 5 <
3048:  3 3 1 6 <
3049:  4 4 2 7
3050:  0 5 3 8 <
3051:  1 6 4 9
3052:  2 0 5 10 <
3053:  3 1 6 11
3054:  4 2 7 12
3055:  0 3 8 0 <
3056:  1 4 9 1
3057:  2 5 10 2
3058:  3 6 0 3
3059:  4 0 1 4
3060:  0 1 2 5
3061:  1 2 3 6
3062:  2 3 4 7 <
3063:  3 4 5 8 <
3064:  4 5 6 9
3065:  0 6 7 10
3066:  1 0 8 11
3067:  2 1 9 12
3068:  3 2 10 0 <
3069:  4 3 0 1
3070:  0 4 1 2
3071:  1 5 2 3
3072:  2 6 3 4
3073:  3 0 4 5 <
3074:  4 1 5 6
3075:  0 2 6 7 <
3076:  1 3 7 8
3077:  2 4 8 9 <
3078:  3 5 9 10
3079:  4 6 10 11
3080:  0 0 0 12 <
3081:  1 1 1 0
3082:  2 2 2 1
3083:  3 3 3 2
3084:  4 4 4 3
3085:  0 5 5 4 <
3086:  1 6 6 5
3087:  2 0 7 6 <
3088:  3 1 8 7
3089:  4 2 9 8
3090:  0 3 10 9 <
3091:  1 4 0 10
3092:  2 5 1 11
3093:  3 6 2 12
3094:  4 0 3 0
3095:  0 1 4 1
3096:  1 2 5 2
3097:  2 3 6 3 <
3098:  3 4 7 4 <
3099:  4 5 8 5
3100:  0 6 9 6
3101:  1 0 10 7
3102:  2 1 0 8
3103:  3 2 1 9 <
3104:  4 3 2 10
3105:  0 4 3 11
3106:  1 5 4 12
3107:  2 6 5 0
3108:  3 0 6 1 <
3109:  4 1 7 2
3110:  0 2 8 3 <
3111:  1 3 9 4
3112:  2 4 10 5 <
3113:  3 5 0 6 <
3114:  4 6 1 7
3115:  0 0 2 8
3116:  1 1 3 9
3117:  2 2 4 10 <
3118:  3 3 5 11
3119:  4 4 6 12
3120:  0 5 7 0 <
3121:  1 6 8 1
3122:  2 0 9 2
3123:  3 1 10 3
3124:  4 2 0 4
3125:  0 3 1 5 <
3126:  1 4 2 6
3127:  2 5 3 7 <
3128:  3 6 4 8
3129:  4 0 5 9
3130:  0 1 6 10
3131:  1 2 7 11
3132:  2 3 8 12 <
3133:  3 4 9 0
3134:  4 5 10 1
3135:  0 6 0 2
3136:  1 0 1 3
3137:  2 1 2 4
3138:  3 2 3 5 <
3139:  4 3 4 6
3140:  0 4 5 7 <
3141:  1 5 6 8
3142:  2 6 7 9
3143:  3 0 8 10 <
3144:  4 1 9 11
3145:  0 2 10 12 <
3146:  1 3 0 0
3147:  2 4 1 1 <
3148:  3 5 2 2
3149:  4 6 3 3
3150:  0 0 4 4 <
3151:  1 1 5 5
3152:  2 2 6 6 <
3153:  3 3 7 7 <
3154:  4 4 8 8
3155:  0 5 9 9
3156:  1 6 10 10
3157:  2 0 0 11
3158:  3 1 1 12
3159:  4 2 2 0
3160:  0 3 3 1 <
3161:  1 4 4 2
3162:  2 5 5 3 <
3163:  3 6 6 4
3164:  4 0 7 5
3165:  0 1 8 6
3166:  1 2 9 7
3167:  2 3 10 8 <
3168:  3 4 0 9 <
3169:  4 5 1 10
3170:  0 6 2 11
3171:  1 0 3 12
3172:  2 1 4 0
3173:  3 2 5 1 <
3174:  4 3 6 2
3175:  0 4 7 3 <
3176:  1 5 8 4
3177:  2 6 9 5
3178:  3 0 10 6 <
3179:  4 1 0 7
3180:  0 2 1 8 <
3181:  1 3 2 9
3182:  2 4 3 10 <
3183:  3 5 4 11
3184:  4 6 5 12
3185:  0 0 6 0 <
3186:  1 1 7 1
3187:  2 2 8 2
3188:  3 3 9 3
3189:  4 4 10 4
3190:  0 5 0 5 <
3191:  1 6 1 6
3192:  2 0 2 7
3193:  3 1 3 8
3194:  4 2 4 9
3195:  0 3 5 10 <
3196:  1 4 6 11
3197:  2 5 7 12 <
3198:  3 6 8 0
3199:  4 0 9 1
3200:  0 1 10 2
3201:  1 2 0 3
3202:  2 3 1 4 <
3203:  3 4 2 5
3204:  4 5 3 6
3205:  0 6 4 7
3206:  1 0 5 8
3207:  2 1 6 9
3208:  3 2 7 10 <
3209:  4 3 8 11
3210:  0 4 9 12
3211:  1 5 10 0
3212:  2 6 0 1
3213:  3 0 1 2
3214:  4 1 2 3
3215:  0 2 3 4 <
3216:  1 3 4 5
3217:  2 4 5 6 <
3218:  3 5 6 7 <
3219:  4 6 7 8
3220:  0 0 8 9 <
3221:  1 1 9 10
3222:  2 2 10 11
3223:  3 3 0 12 <
3224:  4 4 1 0
3225:  0 5 2 1
3226:  1 6 3 2
3227:  2 0 4 3 <
3228:  3 1 5 4
3229:  4 2 6 5
3230:  0 3 7 6 <
3231:  1 4 8 7
3232:  2 5 9 8
3233:  3 6 10 9
3234:  4 0 0 10
3235:  0 1 1 11
3236:  1 2 2 12
3237:  2 3 3 0 <
3238:  3 4 4 1 <
3239:  4 5 5 2
3240:  0 6 6 3
3241:  1 0 7 4
3242:  2 1 8 5
3243:  3 2 9 6
3244:  4 3 10 7
3245:  0 4 0 8 <
3246:  1 5 1 9
3247:  2 6 2 10
3248:  3 0 3 11
3249:  4 1 4 12
3250:  0 2 5 0 <
3251:  1 3 6 1
3252:  2 4 7 2
3253:  3 5 8 3 <
3254:  4 6 9 4
3255:  0 0 10 5 <
3256:  1 1 0 6
3257:  2 2 1 7 <
3258:  3 3 2 8
3259:  4 4 3 9
3260:  0 5 4 10 <
3261:  1 6 5 11
3262:  2 0 6 12 <
3263:  3 1 7 0
3264:  4 2 8 1
3265:  0 3 9 2
3266:  1 4 10 3
3267:  2 5 0 4 <
3268:  3 6 1 5
3269:  4 0 2 6
3270:  0 1 3 7
3271:  1 2 4 8
3272:  2 3 5 9 <
3273:  3 4 6 10 <
3274:  4 5 7 11
3275:  0 6 8 12
3276:  1 0 9 0
3277:  2 1 10 1
3278:  3 2 0 2
3279:  4 3 1 3
3280:  0 4 2 4
3281:  1 5 3 5
3282:  2 6 4 6
3283:  3 0 5 7 <
3284:  4 1 6 8
3285:  0 2 7 9 <
3286:  1 3 8 10
3287:  2 4 9 11
3288:  3 5 10 12 <
3289:  4 6 0 0
3290:  0 0 1 1 <
3291:  1 1 2 2
3292:  2 2 3 3 <
3293:  3 3 4 4 <
3294:  4 4 5 5
3295:  0 5 6 6 <
3296:  1 6 7 7
3297:  2 0 8 8 <
3298:  3 1 9 9
3299:  4 2 10 10
3300:  0 3 0 11
3301:  1 4 1 12
3302:  2 5 2 0
3303:  3 6 3 1
3304:  4 0 4 2
3305:  0 1 5 3
3306:  1 2 6 4
3307:  2 3 7 5 <
3308:  3 4 8 6 <
3309:  4 5 9 7
3310:  0 6 10 8
3311:  1 0 0 9
3312:  2 1 1 10
3313:  3 2 2 11
3314:  4 3 3 12
3315:  0 4 4 0 <
3316:  1 5 5 1
3317:  2 6 6 2
3318:  3 0 7 3 <
3319:  4 1 8 4
3320:  0 2 9 5
3321:  1 3 10 6
3322:  2 4 0 7 <
3323:  3 5 1 8 <
3324:  4 6 2 9
3325:  0 0 3 10 <
3326:  1 1 4 11
3327:  2 2 5 12 <
3328:  3 3 6 0 <
3329:  4 4 7 1
3330:  0 5 8 2
3331:  1 6 9 3
3332:  2 0 10 4 <
3333:  3 1 0 5
3334:  4 2 1 6
3335:  0 3 2 7
3336:  1 4 3 8
3337:  2 5 4 9 <
3338:  3 6 5 10
3339:  4 0 6 11
3340:  0 1 7 12
3341:  1 2 8 0
3342:  2 3 9 1
3343:  3 4 10 2
3344:  4 5 0 3
3345:  0 6 1 4
3346:  1 0 2 5
3347:  2 1 3 6
3348:  3 2 4 7 <
3349:  4 3 5 8
3350:  0 4 6 9 <
3351:  1 5 7 10
3352:  2 6 8 11
3353:  3 0 9 12
3354:  4 1 10 0
3355:  0 2 0 1 <
3356:  1 3 1 2
3357:  2 4 2 3
3358:  3 5 3 4 <
3359:  4 6 4 5
3360:  0 0 5 6 <
3361:  1 1 6 7
3362:  2 2 7 8 <
3363:  3 3 8 9 <
3364:  4 4 9 10
3365:  0 5 10 11
3366:  1 6 0 12
3367:  2 0 1 0 <
3368:  3 1 2 1
3369:  4 2 3 2
3370:  0 3 4 3 <
3371:  1 4 5 4
3372:  2 5 6 5 <
3373:  3 6 7 6
3374:  4 0 8 7
3375:  0 1 9 8
3376:  1 2 10 9
3377:  2 3 0 10 <
3378:  3 4 1 11
3379:  4 5 2 12
3380:  0 6 3 0
3381:  1 0 4 1
3382:  2 1 5 2
3383:  3 2 6 3 <
3384:  4 3 7 4
3385:  0 4 8 5 <
3386:  1 5 9 6
3387:  2 6 10 7
3388:  3 0 0 8 <
3389:  4 1 1 9
3390:  0 2 2 10
3391:  1 3 3 11
3392:  2 4 4 12 <
3393:  3 5 5 0 <
3394:  4 6 6 1
3395:  0 0 7 2
3396:  1 1 8 3
3397:  2 2 9 4
3398:  3 3 10 5 <
3399:  4 4 0 6
3400:  0 5 1 7 <
3401:  1 6 2 8
3402:  2 0 3 9 <
3403:  3 1 4 10
3404:  4 2 5 11
3405:  0 3 6 12 <
3406:  1 4 7 0
3407:  2 5 8 1 <
3408:  3 6 9 2
3409:  4 0 10 3
3410:  0 1 0 4
3411:  1 2 1 5
